"Year / Année","Province / Province","CAS Number / Numéro CAS","Substance (English) / Substance (Anglais)","Substance (French) / Substance (Français)","Total - Releases to Air (tonnes) / Total - Rejets dans l'air (tonnes)","Facility Count / Nombres d'installations"
2015,"YT","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",0.614600000,1
2015,"YT","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",0.917900000,2
2016,"AB","100-41-4","Ethylbenzene","Éthylbenzène",376.885900000,20
2016,"AB","100-42-5","Styrene","Styrène",158.080900000,7
2016,"AB","10049-04-4","Chlorine dioxide","Dioxyde de chlore",38.550600000,2
2016,"AB","101-68-8","Methylenebis(phenylisocyanate)","Méthylènebis(phénylisocyanate)",0.020700000,3
2016,"AB","106-99-0","1,3-Butadiene","Buta-1,3-diène",3.028300000,3
2016,"AB","107-02-8","Acrolein","Acroléine",15.176000000,2
2016,"AB","107-06-2","1,2-Dichloroethane","1,2-Dichloroéthane",0.033900000,1
2016,"AB","107-21-1","Ethylene glycol","Éthylène glycol",150.474700000,16
2016,"AB","108-05-4","Vinyl acetate","Acétate de vinyle",167.460000000,1
2016,"AB","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",18.710000000,2
2016,"AB","108-88-3","Toluene","Toluène",1156.708700000,74
2016,"AB","108-95-2","Phenol (and its salts)","Phénol (et ses sels)",4.296600000,5
2016,"AB","110-54-3","n-Hexane","n-Hexane",1779.329900000,89
2016,"AB","110-82-7","Cyclohexane","Cyclohexane",363.299000000,37
2016,"AB","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",307793.514090000,1712
2016,"AB","111-42-2","Diethanolamine (and its salts)","Diéthanolamine (et ses sels)",0.000000000,1
2016,"AB","111-76-2","2-Butoxyethanol","2-Butoxyéthanol",74.088000000,2
2016,"AB","115-07-1","Propylene","Propylène",152.182100000,9
2016,"AB","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000685177,25
2016,"AB","121-44-8","Triethylamine","Triéthylamine",0.090000000,1
2016,"AB","123-91-1","1,4-Dioxane","1,4-Dioxane",0.742200000,2
2016,"AB","129-00-0","Pyrene","Pyrène",0.362198300,14
2016,"AB","1319-77-3","Cresol (all isomers, and their salts)","Crésol (tous les isomères et leurs sels)",8.628000000,1
2016,"AB","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",1588.420700000,61
2016,"AB","1634-04-4","Methyl tert-butyl ether","Oxyde de tert-butyle et de méthyle",0.240000000,1
2016,"AB","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.032133200,8
2016,"AB","191-30-0","Dibenzo[a,l]pyrene","Dibenzo[a,l]pyrène",0.000003000,1
2016,"AB","192-65-4","Dibenzo[a,e]pyrene","Dibenzo[a,e]pyrène",0.000000000,1
2016,"AB","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.003891800,7
2016,"AB","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.010014300,6
2016,"AB","198-55-0","Perylene","Pérylène",0.001260800,7
2016,"AB","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.001277500,3
2016,"AB","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.018705600,8
2016,"AB","206-44-0","Fluoranthene","Fluoranthène",0.306480700,14
2016,"AB","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.082432600,6
2016,"AB","208-96-8","Acenaphthylene","Acénaphtylène",11.407788000,11
2016,"AB","218-01-9","Chrysene","Chrysène",0.049283400,9
2016,"AB","224-42-0","Dibenz[a,j]acridine","Dibenz[a,j]acridine",0.000346000,1
2016,"AB","226-36-8","Dibenz[a,h]acridine","Dibenz[a,h]acridine",0.000045000,1
2016,"AB","26471-62-5","Toluenediisocyanate (mixed isomers)","Toluènediisocyanate (mélange d'isomères)",0.013970000,2
2016,"AB","463-58-1","Carbonyl sulphide","Sulfure de carbonyle",923.020200000,25
2016,"AB","50-00-0","Formaldehyde","Formaldéhyde",481.547600000,22
2016,"AB","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.010260600,8
2016,"AB","53-70-3","Dibenz[a,h]anthracene","Dibenz[a,h]anthracène",0.110858000,7
2016,"AB","5522-43-0","1-Nitropyrene","1-Nitropyrène",0.000022000,1
2016,"AB","56-49-5","3-Methylcholanthrene","3-Méthylcholanthrène",0.000910000,2
2016,"AB","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.013361200,8
2016,"AB","57-97-6","7,12-Dimethylbenz[a]anthracene","7,12-Diméthylbenz[a]anthracène",0.000034000,2
2016,"AB","630-08-0","Carbon monoxide","Monoxyde de carbone",198158.087950000,1458
2016,"AB","64-18-6","Formic acid","Acide formique",1.587300000,2
2016,"AB","67-56-1","Methanol","Méthanol",2766.195900000,50
2016,"AB","67-63-0","Isopropyl alcohol","Alcool isopropylique",42.897200000,11
2016,"AB","68-12-2","n,n-Dimethylformamide","n,n-Diméthylformamide",0.360000000,1
2016,"AB","71-36-3","n-Butyl alcohol","Butan-1-ol",63.859000000,3
2016,"AB","71-43-2","Benzene","Benzène",492.092300000,70
2016,"AB","7429-90-5","Aluminum (fume or dust only)","Aluminium (fumée ou poussière seulement)",16.357000000,1
2016,"AB","7440-62-2","Vanadium (except when in an alloy) and its compounds","Vanadium (sauf lorsqu'il est dans un alliage) et ses composés",6.747500000,8
2016,"AB","7446-09-5","Sulphur dioxide","Dioxyde de soufre",216599.309200000,298
2016,"AB","74-85-1","Ethylene","Éthylène",1018.742600000,14
2016,"AB","75-00-3","Chloroethane","Chloroéthane",0.154100000,2
2016,"AB","75-05-8","Acetonitrile","Acétonitrile",1.210000000,1
2016,"AB","75-07-0","Acetaldehyde","Acétaldéhyde",139.147600000,11
2016,"AB","75-09-2","Dichloromethane","Dichlorométhane",3.860000000,1
2016,"AB","75-15-0","Carbon disulphide","Disulfure de carbone",305.607000000,15
2016,"AB","75-21-8","Ethylene oxide","Oxyde d'éthylène",1.360500000,2
2016,"AB","7647-01-0","Hydrochloric acid","Acide chlorhydrique",7983.544500000,17
2016,"AB","7664-39-3","Hydrogen fluoride","Fluorure d'hydrogène",1277.032600000,6
2016,"AB","7664-93-9","Sulphuric acid","Acide sulfurique",643.265300000,16
2016,"AB","7697-37-2","Nitric acid","Acide nitrique",0.134000000,1
2016,"AB","7723-14-0","Phosphorus (yellow or white only)","Phosphore (jaune ou blanc seulement)",0.810800000,1
2016,"AB","7782-50-5","Chlorine","Chlore",156.063300000,5
2016,"AB","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",589.518300000,54
2016,"AB","7789-75-5","Calcium fluoride","Fluorure de calcium",2.467100000,1
2016,"AB","78-00-2","Tetraethyl lead","Plomb tétraéthyle",0.000020000,2
2016,"AB","78-79-5","Isoprene","Isoprène",1.245680400,6
2016,"AB","78-93-3","Methyl ethyl ketone","Méthyléthylcétone",67.805000000,5
2016,"AB","79-21-0","Peracetic acid (and its salts)","Acide peracétique (et ses sels)",5.870000000,1
2016,"AB","80-05-7","Bisphenol A","Bisphénol A",0.000010000,1
2016,"AB","83-32-9","Acenaphthene","Acénaphtène",0.091184500,10
2016,"AB","85-01-8","Phenanthrene","Phénanthrène",2.201902700,15
2016,"AB","86-73-7","Fluorene","Fluorène",0.200490800,9
2016,"AB","872-50-4","N-Methyl-2-pyrrolidone","N-Méthyl-2-pyrrolidone",2.660000000,3
2016,"AB","9016-87-9","Polymeric diphenylmethane diisocyanate","Diisocyanate de diphénylméthane (polymérisé)",0.000900000,2
2016,"AB","91-20-3","Naphthalene","Naphtalène",21.135500000,5
2016,"AB","91-22-5","Quinoline","Quinoléine",0.006030000,1
2016,"AB","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",222.882300000,25
2016,"AB","98-82-8","Cumene","Cumène",68.434700000,3
2016,"AB","NA - 01","Antimony (and its compounds)","Antimoine (et ses composés)",0.004300000,1
2016,"AB","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.248261300,21
2016,"AB","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.272462300,33
2016,"AB","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",0.712700000,9
2016,"AB","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",1.001902400,28
2016,"AB","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",0.900800000,16
2016,"AB","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",1.276145700,34
2016,"AB","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",5.422600000,19
2016,"AB","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.380346400,23
2016,"AB","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",4.237400000,13
2016,"AB","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.264499500,39
2016,"AB","NA - 13","Silver (and its compounds)","Argent (et ses composés)",0.074000000,1
2016,"AB","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",9.234800000,23
2016,"AB","NA - 16","Ammonia (total)","Ammoniac (total)",9115.804600000,43
2016,"AB","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.551151400,11
2016,"AB","NA - 20","Nonylphenol and its ethoxylates","Nonylphénol et ses dérivés éthoxylés",0.022971900,3
2016,"AB","NA - 22","Phosphorus (total)","Phosphore (total)",11.069200000,9
2016,"AB","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.000029000,1
2016,"AB","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000002058,27
2016,"AB","NA - M08","Total particulate matter","Matière particulaire totale",119602.079400000,326
2016,"AB","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",44503.218140000,1046
2016,"AB","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",11902.577940000,1282
2016,"AB","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",1743.783100000,76
2016,"AB","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",75652.125800000,467
2016,"AB","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",0.872755000,6
2016,"BC","100-41-4","Ethylbenzene","Éthylbenzène",16.103000000,7
2016,"BC","100-42-5","Styrene","Styrène",418.617600000,6
2016,"BC","10049-04-4","Chlorine dioxide","Dioxyde de chlore",171.508000000,9
2016,"BC","101-68-8","Methylenebis(phenylisocyanate)","Méthylènebis(phénylisocyanate)",0.440700000,6
2016,"BC","107-02-8","Acrolein","Acroléine",24.751000000,2
2016,"BC","107-21-1","Ethylene glycol","Éthylène glycol",5.196100000,3
2016,"BC","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",3.339000000,2
2016,"BC","108-88-3","Toluene","Toluène",54.466000000,16
2016,"BC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)",34.001500000,6
2016,"BC","110-54-3","n-Hexane","n-Hexane",54.518400000,8
2016,"BC","110-82-7","Cyclohexane","Cyclohexane",1.736000000,4
2016,"BC","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",50359.994742000,369
2016,"BC","111-76-2","2-Butoxyethanol","2-Butoxyéthanol",0.000000000,1
2016,"BC","115-07-1","Propylene","Propylène",44.342200000,2
2016,"BC","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000147589,26
2016,"BC","120-12-7","Anthracene","Anthracène",0.012700000,1
2016,"BC","129-00-0","Pyrene","Pyrène",0.180623500,17
2016,"BC","1319-77-3","Cresol (all isomers, and their salts)","Crésol (tous les isomères et leurs sels)",0.010000000,1
2016,"BC","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",62.829200000,14
2016,"BC","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.000684100,5
2016,"BC","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.000575900,4
2016,"BC","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.000101400,4
2016,"BC","198-55-0","Perylene","Pérylène",0.000065800,4
2016,"BC","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.000067500,1
2016,"BC","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.000512500,5
2016,"BC","206-44-0","Fluoranthene","Fluoranthène",0.168096500,15
2016,"BC","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.000065000,3
2016,"BC","208-96-8","Acenaphthylene","Acénaphtylène",0.290032800,18
2016,"BC","218-01-9","Chrysene","Chrysène",0.052800200,12
2016,"BC","26471-62-5","Toluenediisocyanate (mixed isomers)","Toluènediisocyanate (mélange d'isomères)",0.002350100,2
2016,"BC","463-58-1","Carbonyl sulphide","Sulfure de carbonyle",465.068000000,6
2016,"BC","50-00-0","Formaldehyde","Formaldéhyde",310.571300000,17
2016,"BC","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.006893600,6
2016,"BC","53-70-3","Dibenz[a,h]anthracene","Dibenz[a,h]anthracène",0.000006000,2
2016,"BC","5522-43-0","1-Nitropyrene","1-Nitropyrène",0.000013000,1
2016,"BC","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.000480900,7
2016,"BC","630-08-0","Carbon monoxide","Monoxyde de carbone",97852.176167000,343
2016,"BC","67-56-1","Methanol","Méthanol",3269.885100000,46
2016,"BC","67-63-0","Isopropyl alcohol","Alcool isopropylique",64.687500000,10
2016,"BC","71-36-3","n-Butyl alcohol","Butan-1-ol",12.930000000,1
2016,"BC","71-43-2","Benzene","Benzène",29.355200000,9
2016,"BC","7440-62-2","Vanadium (except when in an alloy) and its compounds","Vanadium (sauf lorsqu'il est dans un alliage) et ses composés",0.001000000,2
2016,"BC","7446-09-5","Sulphur dioxide","Dioxyde de soufre",36472.384300000,74
2016,"BC","74-85-1","Ethylene","Éthylène",19.183800000,2
2016,"BC","75-05-8","Acetonitrile","Acétonitrile",12.754000000,1
2016,"BC","75-07-0","Acetaldehyde","Acétaldéhyde",198.105900000,13
2016,"BC","75-15-0","Carbon disulphide","Disulfure de carbone",47.335000000,2
2016,"BC","7647-01-0","Hydrochloric acid","Acide chlorhydrique",1803.398300000,15
2016,"BC","7664-39-3","Hydrogen fluoride","Fluorure d'hydrogène",186.600000000,1
2016,"BC","7664-93-9","Sulphuric acid","Acide sulfurique",91.779900000,13
2016,"BC","7697-37-2","Nitric acid","Acide nitrique",0.031000000,1
2016,"BC","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",244.870400000,14
2016,"BC","78-83-1","i-Butyl alcohol","2-Méthylpropan-1-ol",6.869000000,1
2016,"BC","78-93-3","Methyl ethyl ketone","Méthyléthylcétone",11.836000000,4
2016,"BC","83-32-9","Acenaphthene","Acénaphtène",1.122078200,11
2016,"BC","85-01-8","Phenanthrene","Phénanthrène",1.346724700,19
2016,"BC","86-73-7","Fluorene","Fluorène",0.568406700,14
2016,"BC","9016-87-9","Polymeric diphenylmethane diisocyanate","Diisocyanate de diphénylméthane (polymérisé)",0.121000000,5
2016,"BC","91-20-3","Naphthalene","Naphtalène",0.735800000,3
2016,"BC","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",1.373300000,4
2016,"BC","98-82-8","Cumene","Cumène",0.013000000,1
2016,"BC","NA - 01","Antimony (and its compounds)","Antimoine (et ses composés)",0.062200000,1
2016,"BC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.332153400,34
2016,"BC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.300736400,37
2016,"BC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",1.542600000,5
2016,"BC","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.051005700,12
2016,"BC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",5.070100000,4
2016,"BC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",1.135670800,46
2016,"BC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",10.285600000,20
2016,"BC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.243716200,24
2016,"BC","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",0.001900000,3
2016,"BC","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.057819800,33
2016,"BC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",99.870700000,11
2016,"BC","NA - 16","Ammonia (total)","Ammoniac (total)",1461.962300000,29
2016,"BC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)",0.000000000,1
2016,"BC","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.157783000,17
2016,"BC","NA - 22","Phosphorus (total)","Phosphore (total)",16.528200000,14
2016,"BC","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.007970000,1
2016,"BC","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000001858,24
2016,"BC","NA - M08","Total particulate matter","Matière particulaire totale",85520.268600000,177
2016,"BC","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",36482.392580000,374
2016,"BC","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",9921.689660000,424
2016,"BC","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",988.946800000,19
2016,"BC","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",17456.405562000,217
2016,"BC","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",1.559042200,11
2016,"MB","100-41-4","Ethylbenzene","Éthylbenzène",34.100000000,2
2016,"MB","100-42-5","Styrene","Styrène",94.854000000,3
2016,"MB","101-68-8","Methylenebis(phenylisocyanate)","Méthylènebis(phénylisocyanate)",0.034900000,1
2016,"MB","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",10.380000000,3
2016,"MB","108-88-3","Toluene","Toluène",161.893500000,9
2016,"MB","110-54-3","n-Hexane","n-Hexane",182.842300000,5
2016,"MB","110-82-7","Cyclohexane","Cyclohexane",29.376000000,1
2016,"MB","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",2873.655000000,28
2016,"MB","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000267700,6
2016,"MB","124-40-3","Dimethylamine","Diméthylamine",1.282000000,1
2015,"ON","1313-27-5","Molybdenum trioxide","Trioxyde de molybdène",1.281600000,1
2015,"ON","1319-77-3","Cresol (all isomers, and their salts)","Crésol (tous les isomères et leurs sels)",1.732200000,3
2015,"ON","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",1417.412700000,93
2015,"ON","13463-40-6","Iron pentacarbonyl","Fer-pentacarbonyle",0.000000000,1
2015,"ON","140-88-5","Ethyl acrylate","Acrylate d'éthyle",0.072200000,1
2015,"ON","141-32-2","Butyl acrylate","Acrylate de butyle",2.024600000,2
2015,"ON","1634-04-4","Methyl tert-butyl ether","Oxyde de tert-butyle et de méthyle",3.190800000,2
2015,"ON","189-55-9","Dibenzo[a,i]pyrene","Dibenzo[a,i]pyrène",0.087255700,5
2015,"ON","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.037968100,14
2015,"ON","192-65-4","Dibenzo[a,e]pyrene","Dibenzo[a,e]pyrène",0.000024800,1
2015,"ON","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.050145400,9
